id,tokens,pos_tags,chunk_tags,ner_tags
2855,"['Adults' 'in' 'the' 'crowd' 'carried' 'posters' 'of' 'former' 'Chechen'
 'leader' 'Dzhokhar' 'Dudayev' '--' 'who' 'declared' 'independence' 'in'
 '1991' '--' 'and' 'children' ',' 'carrying' 'photographs' 'of' 'him' ','
 'called' '""' 'Troops' 'out' '!' '""']","[24 15 12 21 38 24 15 16 16 21 22 22  8 44 38 21 15 11  8 10 24  6 21 24
 15 28  6 38  0 22 33  7  0]","[11 13 11 12 21 11 13 11 12 12 12 12  0 11 21 11 13 11  0  0 11  0 11 12
 13 11  0 21  0 11 15  0  0]",[0 0 0 0 0 0 0 0 7 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2856,['.'],[7],[0],[0]
2857,"['Russian' 'military' 'officials' 'have' 'expressed' 'fears' 'that' 'the'
 'rebels' 'and' 'their' 'supporters' 'will' 'see' 'the' 'deal' 'signed'
 'by' 'Russian' 'peace' 'envoy' 'Alexander' 'Lebed' 'in' 'the' 'early'
 'hours' 'of' 'Saturday' 'as' 'a' 'military' 'victory' 'for' 'the'
 'separatists' '.']","[16 21 24 41 40 24 15 12 24 10 29 24 20 37 12 21 40 15 16 21 21 22 22 15
 12 16 24 15 22 15 12 16 21 15 12 24  7]","[11 12 12 21 22 11 17 11 12  0 11 12 21 22 11 12 21 13 11 12 12 12 12 13
 11 12 12 13 11 13 11 12 12 13 11 12  0]",[7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2858,"['It' 'involves' 'the' 'withdrawal' 'of' 'Russian' 'troops' 'sent' 'to'
 'Chechnya' 'in' 'December' '1994' 'to' 'crush' 'the' 'separatists' 'and'
 'a' 'postponement' 'of' 'the' 'issue' 'at' 'the' 'heart' 'of' 'the'
 'conflict' '--' 'the' 'status' 'of' 'the' 'mainly-Moslem' 'North'
 'Caucasus' 'region' '.']","[28 42 12 21 15 16 24 38 35 22 15 22 11 35 37 12 24 10 12 21 15 12 21 15
 12 21 15 12 21  8 12 21 15 12 16 22 22 21  7]","[11 21 11 12 13 11 12 21 13 11 13 11 12 21 22 11 12  0 11 12 13 11 12 13
 11 12 13 11 12  0 11 12 13 11 12 12 12 12  0]","[0 0 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 5 6
 0 0]"
2859,"['But' 'the' 'people' 'in' 'the' 'crowd' 'on' 'Saturday' ',' 'who' 'had'
 'turned' 'out' 'in' 'support' 'of' 'the' 'rebels' ',' 'did' 'not' 'seem'
 'sure' 'that' 'the' 'war' 'was' 'over' '.']","[10 12 24 15 12 21 15 22  6 44 38 40 33 15 21 15 12 24  6 38 30 37 16 15
 12 21 38 30  7]","[ 0 11 12 13 11 12 13 11  0 11 21 22 15 13 11 13 11 12  0 21 22 22  1 17
 11 12 21  3  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2860,"['""' 'We' 'hope' 'for' 'the' 'best' ',' 'that' 'it' 'really' 'has' 'ended'
 'so' 'we' 'can' 'live' 'in' 'peace' '.']",[ 0 28 41 15 12 18  6 15 28 30 42 40 30 28 20 37 15 21  7],[ 0 11 21 13 11 12  0 17 11  3 21 22  3 11 21 22 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2861,"['It' ""'s"" 'our' 'only' 'dream' ',' '""' 'said' 'a' '30-year-old' 'woman'
 ',' 'Mubatik' 'Dagayeva' '.']",[28 27 29 16 21  6  0 38 12 16 21  6 22 22  7],[11 21 11 12 12  0  0 21 11 12 12  0 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
2862,"['Aiza' 'Dudayeva' ',' 'with' 'her' '10-year-old' 'son' 'beside' 'her' ','
 'shared' 'the' 'guarded' 'optimism' '.' '""']",[22 22  6 15 29 16 21 15 28  6 38 12 40 21  7  0],[11 12  0 13 11 12 12 13 11  0 21 11 21 11  0  0],[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2863,"['We' 'really' 'want' 'the' 'war' 'to' 'end' ',' 'we' 'hope' 'and'
 'believe' 'that' 'our' 'sons' 'and' 'brothers' 'will' 'win' ',' '""'
 'said' 'Dudayeva' ',' 'adding' 'that' 'she' 'was' 'from' 'Urus-Martan'
 '.']","[28 30 37 12 21 35 37  6 28 41 10 37 15 29 24 10 24 20 37  6  0 38 22  6
 39 15 28 38 15 22  7]","[11 21 22 11 12 21 22  0 11 21 22 22 17 11 12 12 12 21 22  0  0 21 11  0
 21 17 11 21 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0]
2864,"['Urus-Martan' 'is' 'a' 'traditionally' 'anti-separatist' 'pocket' 'in'
 'Chechnya' 'and' 'Moscow-backed' 'leader' 'Doku' 'Zavgayev' ',' 'who'
 'has' 'been' 'sidelined' 'in' 'the' 'peace' 'deal' ',' 'has' 'warned'
 'that' 'it' 'and' 'places' 'like' 'it' 'could' 'become' 'centres' 'of'
 'civil' 'war' 'if' 'Russian' 'troops' 'leave' '.']","[22 42 12 30 16 21 15 22 10 16 21 22 22  6 44 42 40 40 15 12 21 21  6 42
 40 15 28 10 24 15 28 20 37 24 15 16 21 15 16 24 41  7]","[11 21 11 12 12 12 13 11 12 12 12 11 12  0 11 21 22 22 13 11 12 12  0 21
 22 17 11  0 11 13 11 21 22 11 13 11 12 17 11 12 21  0]","[5 0 0 0 0 0 0 5 0 7 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 7 0 0 0]"
2865,"['But' 'on' 'Saturday' 'the' 'people' 'gathered' 'just' 'outside' 'the'
 'town' 'seemed' 'to' 'be' 'united' 'in' 'favour' 'of' 'the' 'separatists'
 '.']",[10 15 22 12 24 38 30 15 12 21 38 35 37 40 15 21 15 12 24  7],[ 0 13 11 11 12 21 22 13 11 12 21 22 22 11 13 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2866,"['Two' 'columns' 'of' 'rebels' 'appeared' 'in' 'jeeps' 'and' 'cars' ','
 'firing' 'their' 'guns' 'in' 'the' 'air' ',' 'as' 'the' 'crowd' 'rushed'
 'towards' 'them' '.']",[11 24 15 24 38 15 24 10 24  6 39 29 24 15 12 21  6 15 12 21 38 15 28  7],[11 12 13 11 21 13 11 12 12  0 21 11 12 13 11 12  0 17 11 12 21 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2867,"['Mouldi' 'Mamatuyev' ',' 'in' 'his' 'late' '20' ""'s"" ',' 'dressed' 'in'
 'black' 'and' 'carrying' 'a' 'machine' 'gun' ',' 'was' 'welcomed' 'by'
 'his' 'mother' 'and' 'sister' '.']","[22 22  6 15 29 16 11 27  6 40 15 16 10 39 12 21 21  6 38 40 15 29 21 10
 21  7]","[11 12  0 13 11 12 12 12  0 21 13  1  0 21 11 12 12  0 21 22 13 11 12 12
 12  0]",[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2868,"['""' 'Two' 'sons' 'have' 'come' 'back' ',' '""' 'said' 'his' 'mother'
 'Nurbika' 'Mamatuyeva' '.' '""']",[ 0 11 24 41 40 30  6  0 38 29 21 22 22  7  0],[ 0 11 12 21 22  3  0  0 21 11 12 12 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
2869,"['It' ""'s"" 'the' 'end' '.']",[28 42 12 21  7],[11 21 11 12  0],[0 0 0 0 0]
2870,"['We' 'believe' 'in' 'God' '.' '""']",[28 41 15 22  7  0],[11 21 13 11 12  0],[0 0 0 1 0 0]
2871,"['Mamatuyev' 'joked' 'that' 'his' 'sister' 'Lisa' 'was' 'a' 'rebel' 'too'
 ',' 'and' 'she' 'responded' 'by' 'grabbing' 'hold' 'of' 'his' 'gun' 'and'
 'shouting' 'the' 'Chechen' 'war' 'cry' '""' 'Allahu' 'Akhbar' '""' '('
 'God' 'is' 'Greatest' ')' 'and' '""' 'Freedom' 'for' 'Chechnya' '!' '""']","[22 38 15 29 21 22 38 12 21 30  6 10 28 38 15 39 21 15 29 21 10 39 12 22
 21 21  0 22 22  0  4 22 42 22  5 10  0 22 15 22  7  0]","[11 21 17 11 12 11 21 11 12  3  0  0 11 21 13 21 11 13 11 12  0 21 11 12
 12 12  0 11 12  0  0 11 21 11  0  0  0 11 13 11  0  0]","[1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 1 2 0 0 1 0 0 0 0 0
 0 0 5 0 0]"
2872,['.'],[7],[0],[0]
2873,"['The' 'fighter' ',' 'sitting' 'next' 'to' 'a' 'man' 'dressed' 'in'
 'green' 'and' 'carrying' 'a' 'grenade-launcher' ',' 'said' 'that' 'the'
 'strict' 'Islamic' 'law' 'adopted' 'by' 'the' 'rebels' 'during' 'the'
 'conflict' 'was' 'now' 'needed' 'to' 'impose' 'peace' '.']","[12 21  6 39 16 35 12 21 40 15 16 10 39 12 21  6 38 15 12 16 16 21 40 15
 12 24 15 12 21 38 30 40 35 37 21  7]","[11 12  0 21  3 13 11 12 21 13  1  0 21 11 12  0 21 17 11 12 12 12 21 13
 11 12 13 11 12 21 22 22 22 22 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2874,"['""' 'The' 'war' 'has' 'ended' 'if' 'everything' 'works' 'out' ',' 'if'
 'there' 'is' 'law' 'there' 'will' 'be' 'power' '.']",[ 0 12 21 42 40 15 21 42 33  6 15 13 42 21 13 20 37 21  7],[ 0 11 12 21 22 17 11 21 15  0 17 11 21 11 11 21 22 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2875,"['Only' 'Sheriat' '(' 'Islamic' 'law' ')' 'can' 'end' 'the' 'war' '.' '""']",[30 16  4 22 21  5 20 37 12 21  7  0],[11  1  0 11 12  0 21 22 11 12  0  0],[0 7 0 7 0 0 0 0 0 0 0 0]
2876,"['Polish' 'group' 'to' 'bid' 'for' 'Ruch' 'newsstand' 'chain' '-' 'paper'
 '.']",[16 21 35 37 15 22 21 21  8 21  7],[11 12 21 22 13 11 12 12 12 12  0],[7 0 0 0 0 3 0 0 0 0 0]
2877,['WARSAW' '1996-08-31'],[22 22],[11 12],[5 0]
2878,"['A' 'Polish' 'consortium' 'including' 'the' 'Bank' 'Rozwoju' 'Exportu'
 'SA' '(' 'BRE' ')' 'plans' 'to' 'rival' 'France' ""'s"" 'Hachette' 'in'
 'bidding' 'for' 'Polish' 'state-owned' 'press' 'distribution' 'chain'
 'Ruch' 'SA' ',' 'Zycie' 'Warszawy' 'daily' 'said' 'on' 'Saturday' '.']","[12 16 21 39 12 22 22 22 22  4 22  5 42 35 37 22 27 22 15 21 15 16 16 21
 21 21 22 22  6 22 22 30 38 15 22  7]","[11 12 12 13 11 12 12 12 12  0 11  0 21 22 22 11 11 12 13 21 13 11 12 12
 12 12 12 12  0 11 12 12 21 13 11  0]",[0 7 0 0 0 3 4 4 4 0 3 0 0 0 0 5 0 3 0 0 0 7 0 0 0 0 3 4 0 3 4 0 0 0 0 0]
2879,"['Zycie' 'Warszawy' 'said' 'its' 'own' 'publisher' ',' 'mineral' 'water'
 'firm' 'Multico' ',' 'and' 'a' 'group' 'headed' 'by' 'Polish'
 'businessman' 'Zygmunt' 'Solorz' 'were' 'forming' 'a' 'consortium'
 'which' 'would' 'offer' 'about' '$' '120' 'million' ',' 'with' 'finance'
 'provided' 'by' 'BRE' '.']","[22 22 38 29 16 21  6 16 21 21 22  6 10 12 21 40 15 16 21 22 22 38 39 12
 21 43 20 37 30  3 11 11  6 15 21 40 15 22  7]","[11 12 21 11 12 12  0 11 12 12 12  0  0 11 12 21 13 11 12 12 12 21 22 11
 12 11 21 22 11 12 12 12  0 13 11 21 13 11  0]","[3 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 7 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 3 0]"
2880,"['The' 'consortium' 'wanted' '40' 'percent' 'of' 'Ruch' ""'s"" 'shares' ','
 'the' 'state' 'would' 'get' '20' 'percent' 'of' 'Ruch' 'and' '40'
 'percent' 'would' 'be' 'offered' 'on' 'the' 'Warsaw' 'stock' 'exchange'
 '.']","[12 21 38 11 21 15 22 27 24  6 12 21 20 37 11 21 15 22 10 11 21 20 37 40
 15 12 22 21 21  7]","[11 12 21 11 12 13 11 11 12  0 11 12 21 22 11 12 13 11  0 11 12 21 22 22
 13 11 12 12 12  0]",[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 0 0 0]
2881,"['""' 'This' 'division' 'would' 'guarantee' 'a' 'dispersal' 'of' 'capital'
 ',' 'preventing' 'anyone' 'from' 'taking' 'total' 'control' 'over' 'Ruch'
 'and' 'dictating' 'market' 'conditions' ',' '""' 'the' 'paper' 'quoted'
 'one' 'of' 'the' 'initiators' 'of' 'the' 'move' 'as' 'saying' ','
 'without' 'giving' 'a' 'name' '.']","[ 0 12 21 20 37 12 21 15 21  6 39 21 15 39 16 21 15 22 10 21 21 24  6  0
 12 21 38 11 15 12 24 15 12 21 15 39  6 15 39 12 21  7]","[ 0 11 12 21 22 11 12 13 11  0 21 11 13 21 11 12 13 11  0 11 12 12  0  0
 11 12 21 11 13 11 12 13 11 12 13 21  0 13 21 11 12  0]","[0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
2882,"['A' 'consortium' 'of' 'press' 'distributor' 'Hachette' 'and' 'Polish'
 'publishers' 'group' 'UWP' 'are' 'seeking' 'more' 'than' 'than' '50'
 'percent' 'of' 'Ruch' 'and' 'French' 'President' 'Jacques' 'Chirac' 'is'
 'likely' 'to' 'support' 'its' 'case' 'when' 'he' 'visits' 'Poland' 'in'
 'September' ',' 'the' 'daily' 'said' '.']","[12 21 15 21 21 22 10 16 24 21 22 41 39 17 15 15 11 21 15 22 10 22 22 22
 22 42 16 35 37 29 21 46 28 42 22 15 22  6 12 16 38  7]","[11 12 13 11 12 12  0 11 12 12 12 21 22 11 12 13 11 12 13 11  0 11 12 12
 12 21  1 21 22 11 12  3 11 21 11 13 11  0 11 12 21  0]","[0 0 0 0 0 3 0 7 0 0 3 0 0 0 0 0 0 0 0 3 0 7 0 1 2 0 0 0 0 0 0 0 0 0 5 0 0
 0 0 0 0 0]"
2883,"['News-stand' 'chain' 'Ruch' ',' 'which' 'controls' 'about' '65' 'percent'
 'of' 'Poland' ""'s"" 'press' 'distribution' 'market' ',' 'had' 'a' 'net'
 'profit' 'of' '16.2' 'million' 'zlotys' 'on' 'sales' 'of' '2.7' 'billion'
 'zlotys' 'in' '1995' '.']","[21 21 22  6 43 42 30 11 21 15 22 27 21 21 21  6 38 12 16 21 15 11 11 24
 15 24 15 11 11 24 15 11  7]","[11 12 12  0 11 21 11 12 12 13 11 11 12 12 12  0 21 11 12 12 13 11 12 12
 13 11 13 11 12 12 13 11  0]",[0 0 3 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2884,"['It' 'has' 'about' '17,000' 'news-stands' 'and' 'was' 'the' 'country'
 ""'s"" 'sole' 'press' 'distributor' 'before' 'the' '1989' 'fall' 'of'
 'communism' '.']",[28 42 30 11 24 10 38 12 21 27 16 21 21 15 12 11 21 15 21  7],[11 21 11 12 12  0 21 11 12 11 12 12 12 13 11 12 12 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2885,"['Zycie' 'Warszawy' 'said' 'the' 'new' ',' 'open' 'consortium' ',' 'which'
 'also' 'included' 'several' 'listed' 'Polish' 'firms' ',' 'would' 'on'
 'Monday' 'inform' 'Privatisation' 'Minister' 'Wieslaw' 'Kaczmarek' 'of'
 'its' 'plans' '.']","[22 22 38 12 16  6 16 21  6 43 30 38 16 40 16 24  6 20 15 22 41 22 22 22
 23 15 29 24  7]","[11 12 21 11 12 12 12 12  0 11  3 21 11 12 12 12  0 21 13 11 21 11 12 12
 12 13 11 12  0]",[3 4 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 1 2 0 0 0 0]
2886,"['It' 'aims' 'to' 'invest' '$' '200' 'million' 'in' 'Ruch' 'over' 'five'
 'years' '--' 'more' 'than' 'the' 'sum' 'Ruch' 'says' 'it' 'needs' 'to'
 'upgrade' 'its' 'outlets' '.']","[28 42 35 37  3 11 11 15 22 15 11 24  8 17 15 12 21 22 42 28 42 35 37 29
 24  7]","[11 21 22 22 11 12 12 13 11 13 11 12  0 11 13 11 12 12 21 11 21 22 22 11
 12  0]",[0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0]
2887,"['Initially' 'Poland' 'offered' 'up' 'to' '75' 'percent' 'of' 'Ruch' 'but'
 'in' 'March' 'Kaczmarek' 'cancelled' 'the' 'tender' 'and' 'offered' 'a'
 'minority' 'stake' 'with' 'an' 'option' 'to' 'increase' 'the' 'equity'
 '.']","[30 22 38 15 35 11 21 15 22 10 15 22 22 38 12 21 10 38 12 21 21 15 12 21
 35 37 12 21  7]","[ 3 11 21 13 13 11 12 13 11  0 13 11 12 21 11 12  0 21 11 12 12 13 11 12
 21 22 11 12  0]",[0 5 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2888,"['Two' 'consortia' '--' 'UWP-Hachette' 'and' 'a' 'consortium' 'of' 'a'
 'Polish' 'SPC' 'group' 'and' 'Swiss' 'firms' '--' 'placed' 'initial'
 'bids' '.']",[11 21  8 21 10 12 21 15 12 22 22 21 10 16 24  8 38 16 24  7],[11 12  0 11  0 11 12 13 11 12 12 12  0 11 12  0 21 11 12  0],[0 0 0 3 0 0 0 0 0 7 3 0 0 7 0 0 0 0 0 0]
2889,"['But' 'after' 'the' 'change' 'of' 'tender' 'conditions' 'Swiss'
 'investors' 'pulled' 'out' 'and' 'SPC' 'decided' 'to' 'bid' 'jointly'
 'with' 'UWP-Hachette' '.']",[10 15 12 21 15 21 24 16 24 38 30 10 22 38 35 37 30 15 22  7],[ 0 17 11 12 13 11 12 12 12 21  3  0 11 21 22 22  3 13 11  0],[0 0 0 0 0 0 0 7 0 0 0 0 3 0 0 0 0 0 3 0]
2890,"['Kaczmarek' 'said' 'in' 'May' 'he' 'was' 'unhappy' 'that' 'only' 'one'
 'investor' 'ended' 'up' 'bidding' 'for' 'Ruch' ',' 'in' 'which' 'the'
 'government' 'was' 'initially' 'offering' 'up' 'to' '35' 'percent' 'of'
 'shares' 'with' 'an' 'option' 'to' 'extend' 'the' 'holding' 'after'
 'investment' 'promises' 'are' 'fulfilled' '.']","[22 38 15 22 28 38 16 15 30 11 21 38 33 21 15 22  6 15 43 12 21 38 30 39
 33 35 11 21 15 24 15 12 21 35 37 12 21 15 21 24 41 40  7]","[11 21 13 11 11 21  1 17 11 12 12 21 15 21 13 11  0 13 11 11 12 21 22 22
 15 21 11 12 13 11 13 11 12 21 22 11 12 13 11 12 21 22  0]","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
2891,['--' 'Anthony' 'Barker' '+48' '22' '653' '9700'],[ 8 22 22 11 11 11 11],[11 12 12 12 12 12 12],[0 1 2 0 0 0 0]
2892,['Three' 'Russian' 'soldiers' 'killed' 'in' 'gun' 'attack' '.'],[11 16 24 40 15 21 21  7],[11 12 12 21 13 11 12  0],[0 7 0 0 0 0 0 0]
2893,['MOSCOW' '1996-08-31'],[30 22],[ 3 11],[5 0]
2894,"['Three' 'Russian' 'servicemen' 'were' 'killed' 'on' 'Saturday' 'when'
 'unidentified' 'gunmen' 'attacked' 'guards' 'at' 'an' 'anti-aircraft'
 'installation' 'outside' 'Moscow' ',' 'Interfax' 'news' 'agency' 'said'
 '.']",[11 16 24 38 40 15 22 46 16 24 38 24 15 12 16 21 15 22  6 21 21 21 38  7],[11 12 12 21 22 13 11  3 11 12 21 11 13 11 12 12  3 11  0 11 12 12 21  0],[0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 0 0 0 0]
2895,"['It' 'quoted' 'military' 'officials' 'as' 'saying' 'the' 'attack' 'took'
 'place' 'in' 'Sergiyev' 'Posad' '70' 'km' '(' '45' 'miles' ')' 'from'
 'the' 'capital' '.']",[28 38 16 24 15 39 12 21 38 21 15 22 22 11 21  4 11 24  5 15 12 21  7],[11 21 11 12 13 21 11 12 21 11 13 11 12 12 12  0 11 12  0 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0]
2896,"['The' 'officials' 'said' 'the' 'attackers' 'had' 'seized' 'two'
 'Kalashnikov' 'assault' 'rifles' 'and' 'disappeared' '.']",[12 24 38 12 24 38 40 11 22 21 24 10 38  7],[11 12 21 11 12 21 22 11 11 12 12  0 21  0],[0 0 0 0 0 0 0 0 7 0 0 0 0 0]
2897,"['Attacks' 'on' 'servicemen' 'aimed' 'at' 'seizing' 'their' 'guns' 'have'
 'become' 'frequent' 'in' 'Russia' 'where' 'the' 'number' 'of' 'violent'
 'crimes' 'committed' 'with' 'the' 'use' 'of' 'fire' 'arms' 'is' 'growing'
 '.']","[24 15 24 40 15 39 29 24 41 40 16 15 22 46 12 21 15 16 24 40 15 12 21 15
 21 24 42 39  7]","[11 13 11 21 13 21 11 12 21 22  1 13 11  3 11 12 13 11 12 21 13 11 12 13
 11 12 21 22  0]",[0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2898,['Cuban' 'novelist' 'Jose' 'Soler' 'Puig' 'dies' 'at' '79' '.'],[16 21 22 22 22 42 15 11  7],[11 12 12 12 12 21 13 11  0],[7 0 1 2 2 0 0 0 0]
2899,['HAVANA' '1996-08-31'],[22 22],[11 12],[5 0]
2900,"['One' 'of' 'Cuba' ""'s"" 'most' 'acclaimed' 'authors' ',' 'Jose' 'Soler'
 'Puig' ',' 'died' 'at' 'the' 'age' 'of' '79' ',' 'the' 'official'
 'newspaper' 'Granma' 'reported' 'on' 'Saturday' '.']","[11 15 22 27 18 16 24  6 22 22 22  6 38 15 12 21 15 11  6 12 16 21 22 38
 15 22  7]","[11 13 11 12  1  2 11  0 11 12 12  0 21 13 11 12 13 11  0 11 12 12 11 21
 13 11  0]",[0 0 5 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0]
2901,"['Puig' ""'s"" 'first' 'novel' ',' '""' 'Bertillon' '166' ',' '""' 'was'
 'published' 'in' '1960' ',' 'a' 'year' 'after' 'the' 'Cuban' 'revolution'
 'brought' 'President' 'Fidel' 'Castro' 'to' 'power' '.']","[22 27 16 21  6  0 22 11  6  0 38 40 15 11  6 12 21 15 12 16 21 38 22 22
 22 35 21  7]","[11 11 12 12  0  0 11 12  0  0 21 22 13 11  0 11 12 17 11 12 12 21 11 12
 12 13 11  0]",[1 0 0 0 0 0 7 8 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 1 2 0 0 0]
2902,"['The' 'book' ',' 'which' 'has' 'been' 'translated' 'into' '40'
 'languages' ',' 'deals' 'with' 'a' 'day' 'in' 'the' 'life' 'of'
 'Santiago' 'de' 'Cuba' ',' 'Puig' ""'s"" 'native' 'city' ',' 'under' 'the'
 'pre-Castro' 'government' 'of' 'Fulgencio' 'Batista' '.']","[12 21  6 43 42 40 40 15 11 24  6 24 15 12 21 15 12 21 15 22 22 22  6 22
 27 16 21  6 15 12 16 21 15 22 22  7]","[11 12  0 11 21 22 22 13 11 12  0 11 13 11 12 13 11 12 13 11 12 12  0 11
 11 12 12  0 13 11 12 12 13 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 6 0 1 0 0 0 0 0 0 7 0 0 1 2 0]
2903,"['The' 'titles' 'of' 'his' 'other' 'novels' 'translate' 'as' '""' 'In'
 'the' 'Year' 'of' 'January' '""' '(' '1963' ')' ',' '""' 'The' 'Collapse'
 '""' '(' '1964' ')' ',' '""' 'Sleeping' 'Bread' '""' '(' '1975' ')' ',' '""'
 'The' 'Decaying' 'Mansion' '""' '(' '1977' ')' 'and' '""' 'A' 'World' 'of'
 'Things' '""' '(' '1982' ')' ',' 'followed' 'by' '""' 'The' 'Knot' ',' '""'
 '""' 'Soul' 'Alone' '""' 'and' ',' 'most' 'recently' ',' '""' 'A' 'Woman'
 '.' '""']","[12 24 15 29 16 24 41 15  0 15 12 22 15 22  0  4 11  5  6  0 12 22  0  4
 11  5  6  0 21 22  0  4 11  5  6  0 12 22 22  0  4 11  5 10  0 12 22 15
 24  0  4 11  5  6 40 15  0 12 22  6  0  0 22 30  0 10  6 32 30  6  0 12
 22  7  0]","[11 12 13 11 12 12 21 13  0 13 11 12 13 11  0  0 11  0  0  0 11 12  0  0
 11  0  0  0 11 12  0  0 11  0  0  0 11 12 12  0  0 11  0  0  0 11 12 13
 11  0  0 11  0  0 21 13  0 11 12  0  0  0 11  3  0  0  0  3  4  0  0 11
 12 12  0]","[0 0 0 0 0 0 0 0 0 7 8 8 8 8 0 0 0 0 0 0 7 8 0 0 0 0 0 0 7 8 0 0 0 0 0 0 7
 8 8 0 0 0 0 0 0 7 8 8 8 0 0 0 0 0 0 0 0 7 8 0 0 0 7 8 0 0 0 0 0 0 0 7 8 0
 0]"
2904,"['Granma' 'called' '""' 'Sleeping' 'Bread' '""' 'Puig' ""'s"" '""' 'greatest'
 'gift' 'to' 'the' 'modern' 'novel' 'in' 'our' 'America' '.' '""']",[22 38  0 21 22  0 22 27  0 18 21 35 12 16 21 15 29 22  7  0],[11 21  0 11 12  0 11 12  0 11 12 13 11 12 12 13 11 12 12  0],[3 0 0 7 8 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0]
2905,"['The' 'author' 'said' 'in' 'an' 'interview' 'shortly' 'before' 'his'
 'death' 'that' 'his' 'own' 'experiences' 'had' 'lent' 'his' 'books'
 'their' 'strong' 'sense' 'of' 'realism' '.' '""']","[12 21 38 15 12 21 30 15 29 21 15 29 16 24 38 40 29 24 29 16 21 15 21  7
  0]","[11 12 21 13 11 12  3 13 11 12 17 11 12 12 21 22 11 12 12 12 12 13 11  0
  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2906,"['I' ""'m"" 'a' 'thief' 'of' 'ideas' ',' '""' 'he' 'said' '.' '""']",[28 41 12 21 15 24  6  0 28 38  7  0],[11 21 11 12 13 11  0  0 11 21  0  0],[0 0 0 0 0 0 0 0 0 0 0 0]
2907,"['The' 'stories' 'have' 'been' 'given' 'to' 'me' 'by' 'people' '.' '""']",[12 24 41 40 40 35 28 15 24  7  0],[11 12 21 22 22 13 11 13 11  0  0],[0 0 0 0 0 0 0 0 0 0 0]
